key,word,verse,word_num,lemma,root,strongs,morph,morphology,Part of Speech,Tense,Voice,Mood,Person,Number,Case,Gender,xlit,betacode
LXX-Judg-005-005-020,Σινα,5,20,,,,packard:N-NS,N-NS,Noun,,,,,Singular,Nominative,,betacode:*SINA,*SINA
LXX-Judg-005-005-021,ἀπὸ,5,21,strong:G575,,G575,packard:P,P,Preposition,,,,,,,,betacode:A)PO\,A)PO\
LXX-Judg-005-005-022,προσώπου,5,22,strong:G4383,πρόσωπον,G4383,packard:N2N-GSN,N2N-GSN,Noun,,,,,Singular,Genitive,Neuter,betacode:PROSW/POU,PROSW/POU
LXX-Judg-005-005-023,κυρίου,5,23,strong:G2962,κύριος,G2962,packard:N2-GSM,N2-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:KURI/OU,KURI/OU
LXX-Judg-005-005-024,θεοῦ,5,24,strong:G2316,θεός,G2316,packard:N2-GSM,N2-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:QEOU=,QEOU=
LXX-Judg-005-005-025,Ισραηλ,5,25,strong:G2474,Ἰσραήλ,G2474,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*ISRAHL,*ISRAHL
6,6,6,,,,,,,,,,,,,,,,
LXX-Judg-005-006-001,ἐν,6,1,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-006-002,ἡμέραις,6,2,strong:G2250,ἡμέρα,G2250,packard:N1A-DPF,N1A-DPF,Noun,,,,,Plural,Dative,Feminine,betacode:H(ME/RAIS,H(ME/RAIS
LXX-Judg-005-006-003,Σαμεγαρ,6,3,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*SAMEGAR,*SAMEGAR
LXX-Judg-005-006-004,υἱοῦ,6,4,strong:G5207,υἱός,G5207,packard:N2-GSM,N2-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:UI(OU=,UI(OU=
LXX-Judg-005-006-005,Αναθ,6,5,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*ANAQ,*ANAQ
LXX-Judg-005-006-006,ἐν,6,6,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-006-007,ἡμέραις,6,7,strong:G2250,ἡμέρα,G2250,packard:N1A-DPF,N1A-DPF,Noun,,,,,Plural,Dative,Feminine,betacode:H(ME/RAIS,H(ME/RAIS
LXX-Judg-005-006-008,Ιαηλ,6,8,,,,packard:N-GSF,N-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:*IAHL,*IAHL
LXX-Judg-005-006-009,ἐξέλιπον,6,9,,,,packard:VBI-AAI3P,VBI-AAI3P,Verb,Aorist,Active,Indicative,3,Plural,,,betacode:E)CE/LIPON,E)CE/LIPON
LXX-Judg-005-006-010,ὁδοὺς,6,10,strong:G3598,ὁδός,G3598,packard:N2-APF,N2-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:O(DOU\S,O(DOU\S
LXX-Judg-005-006-011,καὶ,6,11,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-006-012,ἐπορεύθησαν,6,12,strong:G4198,πορεύομαι,G4198,packard:VCI-API3P,VCI-API3P,Verb,Aorist,Passive,Indicative,3,Plural,,,betacode:E)POREU/QHSAN,E)POREU/QHSAN
LXX-Judg-005-006-013,ἀτραπούς,6,13,,,,packard:N2-APF,N2-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:A)TRAPOU/S,A)TRAPOU/S
LXX-Judg-005-006-014,ἐπορεύθησαν,6,14,strong:G4198,πορεύομαι,G4198,packard:VCI-API3P,VCI-API3P,Verb,Aorist,Passive,Indicative,3,Plural,,,betacode:E)POREU/QHSAN,E)POREU/QHSAN
LXX-Judg-005-006-015,ὁδοὺς,6,15,strong:G3598,ὁδός,G3598,packard:N2-APF,N2-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:O(DOU\S,O(DOU\S
LXX-Judg-005-006-016,διεστραμμένας,6,16,,,,packard:VP-XMPAPF,VP-XMPAPF,Verb,Perfect,Middle,Participle,,Plural,Accusative,Feminine,betacode:DIESTRAMME/NAS,DIESTRAMME/NAS
LXX-Judg-005-006-017,ἐν,6,17,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-006-018,ἡμέραις,6,18,strong:G2250,ἡμέρα,G2250,packard:N1A-DPF,N1A-DPF,Noun,,,,,Plural,Dative,Feminine,betacode:H(ME/RAIS,H(ME/RAIS
LXX-Judg-005-006-019,Σαμεγαρ,6,19,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*SAMEGAR,*SAMEGAR
LXX-Judg-005-006-020,υἱοῦ,6,20,strong:G5207,υἱός,G5207,packard:N2-GSM,N2-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:UI(OU=,UI(OU=
LXX-Judg-005-006-021,Αναθ,6,21,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*ANAQ,*ANAQ
LXX-Judg-005-006-022,ἐν,6,22,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-006-023,ἡμέραις,6,23,strong:G2250,ἡμέρα,G2250,packard:N1A-DPF,N1A-DPF,Noun,,,,,Plural,Dative,Feminine,betacode:H(ME/RAIS,H(ME/RAIS
LXX-Judg-005-006-024,Ιαηλ,6,24,,,,packard:N-GSF,N-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:*IAHL,*IAHL
LXX-Judg-005-006-025,ἐξέλιπον,6,25,,,,packard:VBI-AAI3P,VBI-AAI3P,Verb,Aorist,Active,Indicative,3,Plural,,,betacode:E)CE/LIPON,E)CE/LIPON
LXX-Judg-005-006-026,βασιλεῖς,6,26,strong:G935,,G935,packard:N3V-NPM,N3V-NPM,Noun,,,,,Plural,Nominative,Masculine,betacode:BASILEI=S,BASILEI=S
LXX-Judg-005-006-027,καὶ,6,27,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-006-028,ἐπορεύθησαν,6,28,strong:G4198,πορεύομαι,G4198,packard:VCI-API3P,VCI-API3P,Verb,Aorist,Passive,Indicative,3,Plural,,,betacode:E)POREU/QHSAN,E)POREU/QHSAN
LXX-Judg-005-006-029,τρίβους,6,29,strong:G5147,τρίβος,G5147,packard:N2-APF,N2-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:TRI/BOUS,TRI/BOUS
LXX-Judg-005-006-030,ἐπορεύθησαν,6,30,strong:G4198,πορεύομαι,G4198,packard:VCI-API3P,VCI-API3P,Verb,Aorist,Passive,Indicative,3,Plural,,,betacode:E)POREU/QHSAN,E)POREU/QHSAN
LXX-Judg-005-006-031,ὁδοὺς,6,31,strong:G3598,ὁδός,G3598,packard:N2-APF,N2-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:O(DOU\S,O(DOU\S
LXX-Judg-005-006-032,διεστραμμένας,6,32,,,,packard:VP-XMPAPF,VP-XMPAPF,Verb,Perfect,Middle,Participle,,Plural,Accusative,Feminine,betacode:DIESTRAMME/NAS,DIESTRAMME/NAS
7,7,7,,,,,,,,,,,,,,,,
LXX-Judg-005-007-001,ἐξέλιπον,7,1,,,,packard:VBI-AAI3P,VBI-AAI3P,Verb,Aorist,Active,Indicative,3,Plural,,,betacode:E)CE/LIPON,E)CE/LIPON
LXX-Judg-005-007-002,δυνατοὶ,7,2,strong:G1415,δυνατός,G1415,packard:A1-NPM,A1-NPM,Adjective,,,,,Plural,Nominative,Masculine,betacode:DUNATOI\,DUNATOI\
LXX-Judg-005-007-003,ἐν,7,3,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-007-004,Ισραηλ,7,4,strong:G2474,Ἰσραήλ,G2474,packard:N-DSM,N-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:*ISRAHL,*ISRAHL
LXX-Judg-005-007-005,ἐξέλιπον,7,5,,,,packard:VBI-AAI3P,VBI-AAI3P,Verb,Aorist,Active,Indicative,3,Plural,,,betacode:E)CE/LIPON,E)CE/LIPON
LXX-Judg-005-007-006,ἕως,7,6,strong:G2193,ἕως,G2193,packard:P,P,Preposition,,,,,,,,betacode:E(/WS,E(/WS
LXX-Judg-005-007-007,οὗ,7,7,strong:G3739,ὅς,G3739,packard:RR-GSM,RR-GSM,Relative Pronoun,,,,,Singular,Genitive,Masculine,betacode:OU(=,OU(=
LXX-Judg-005-007-008,ἀναστῇ,7,8,,,,packard:VH-AAS3S,VH-AAS3S,Verb,Aorist,Active,Subjunctive,3,Singular,,,betacode:A)NASTH=|,A)NASTH=|
LXX-Judg-005-007-009,Δεββωρα,7,9,,,,packard:N-NSF,N-NSF,Noun,,,,,Singular,Nominative,Feminine,betacode:*DEBBWRA,*DEBBWRA
LXX-Judg-005-007-010,ἕως,7,10,strong:G2193,ἕως,G2193,packard:P,P,Preposition,,,,,,,,betacode:E(/WS,E(/WS
LXX-Judg-005-007-011,οὗ,7,11,strong:G3739,ὅς,G3739,packard:RR-GSM,RR-GSM,Relative Pronoun,,,,,Singular,Genitive,Masculine,betacode:OU(=,OU(=
LXX-Judg-005-007-012,ἀναστῇ,7,12,,,,packard:VH-AAS3S,VH-AAS3S,Verb,Aorist,Active,Subjunctive,3,Singular,,,betacode:A)NASTH=|,A)NASTH=|
LXX-Judg-005-007-013,μήτηρ,7,13,strong:G3384,μήτηρ,G3384,packard:N3-NSF,N3-NSF,Noun,,,,,Singular,Nominative,Feminine,betacode:MH/THR,MH/THR
LXX-Judg-005-007-014,ἐν,7,14,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-007-015,Ισραηλ,7,15,strong:G2474,Ἰσραήλ,G2474,packard:N-DSM,N-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:*ISRAHL,*ISRAHL
LXX-Judg-005-007-016,ἐξέλιπεν,7,16,,,,packard:VBI-AAI3S,VBI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:E)CE/LIPEN,E)CE/LIPEN
LXX-Judg-005-007-017,φραζων,7,17,,,,packard:N-N,N-N,Noun,,,,,,Nominative,,betacode:FRAZWN,FRAZWN
LXX-Judg-005-007-018,ἐν,7,18,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-007-019,τῷ,7,19,strong:G3588,ὁ,G3588,packard:RA-DSM,RA-DSM,Article,,,,,Singular,Dative,Masculine,betacode:TW=|,TW=|
LXX-Judg-005-007-020,Ισραηλ,7,20,strong:G2474,Ἰσραήλ,G2474,packard:N-DSM,N-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:*ISRAHL,*ISRAHL
LXX-Judg-005-007-021,ἐξέλιπεν,7,21,,,,packard:VBI-AAI3S,VBI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:E)CE/LIPEN,E)CE/LIPEN
LXX-Judg-005-007-022,ἕως,7,22,strong:G2193,ἕως,G2193,packard:P,P,Preposition,,,,,,,,betacode:E(/WS,E(/WS
LXX-Judg-005-007-023,οὗ,7,23,strong:G3739,ὅς,G3739,packard:RR-GSM,RR-GSM,Relative Pronoun,,,,,Singular,Genitive,Masculine,betacode:OU(=,OU(=
LXX-Judg-005-007-024,ἐξανέστη,7,24,,,,packard:VHI-AAI3S,VHI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:E)CANE/STH,E)CANE/STH
LXX-Judg-005-007-025,Δεββωρα,7,25,,,,packard:N-NSF,N-NSF,Noun,,,,,Singular,Nominative,Feminine,betacode:*DEBBWRA,*DEBBWRA
LXX-Judg-005-007-026,ὅτι,7,26,strong:G3754,ὅτι,G3754,packard:C,C,Conjunction,,,,,,,,betacode:O(/TI,O(/TI
LXX-Judg-005-007-027,ἀνέστη,7,27,,,,packard:VHI-AAI3S,VHI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:A)NE/STH,A)NE/STH
LXX-Judg-005-007-028,μήτηρ,7,28,strong:G3384,μήτηρ,G3384,packard:N3-NSF,N3-NSF,Noun,,,,,Singular,Nominative,Feminine,betacode:MH/THR,MH/THR
LXX-Judg-005-007-029,ἐν,7,29,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-007-030,τῷ,7,30,strong:G3588,ὁ,G3588,packard:RA-DSM,RA-DSM,Article,,,,,Singular,Dative,Masculine,betacode:TW=|,TW=|
LXX-Judg-005-007-031,Ισραηλ,7,31,strong:G2474,Ἰσραήλ,G2474,packard:N-DSM,N-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:*ISRAHL,*ISRAHL
8,8,8,,,,,,,,,,,,,,,,
LXX-Judg-005-008-001,ἐξελέξαντο,8,1,,,,packard:VAI-AMI3P,VAI-AMI3P,Verb,Aorist,Middle,Indicative,3,Plural,,,betacode:E)CELE/CANTO,E)CELE/CANTO
LXX-Judg-005-008-002,θεοὺς,8,2,strong:G2316,θεός,G2316,packard:N2-APM,N2-APM,Noun,,,,,Plural,Accusative,Masculine,betacode:QEOU\S,QEOU\S
LXX-Judg-005-008-003,καινούς,8,3,strong:G2537,καινός,G2537,packard:A1-APM,A1-APM,Adjective,,,,,Plural,Accusative,Masculine,betacode:KAINOU/S,KAINOU/S
LXX-Judg-005-008-004,τότε,8,4,strong:G5119,τότε,G5119,packard:D,D,Adverb,,,,,,,,betacode:TO/TE,TO/TE
LXX-Judg-005-008-005,ἐπολέμησαν,8,5,strong:G4170,πολεμέω,G4170,packard:VAI-AAI3P,VAI-AAI3P,Verb,Aorist,Active,Indicative,3,Plural,,,betacode:E)POLE/MHSAN,E)POLE/MHSAN
LXX-Judg-005-008-006,πόλεις,8,6,strong:G4172,πόλις,G4172,packard:N3I-NPF,N3I-NPF,Noun,,,,,Plural,Nominative,Feminine,betacode:PO/LEIS,PO/LEIS
LXX-Judg-005-008-007,ἀρχόντων,8,7,strong:G758,,G758,packard:N3-GPM,N3-GPM,Noun,,,,,Plural,Genitive,Masculine,betacode:A)RXO/NTWN,A)RXO/NTWN
LXX-Judg-005-008-008,θυρεὸς,8,8,strong:G2375,θυρεός,G2375,packard:N2-NSM,N2-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:QUREO\S,QUREO\S
LXX-Judg-005-008-009,ἐὰν,8,9,strong:G1437,ἐάν,G1437,packard:C,C,Conjunction,,,,,,,,betacode:E)A\N,E)A\N
LXX-Judg-005-008-010,ὀφθῇ,8,10,strong:G3708,ὁράω,G3708,packard:VV-APS3S,VV-APS3S,Verb,Aorist,Passive,Subjunctive,3,Singular,,,betacode:O)FQH=|,O)FQH=|
LXX-Judg-005-008-011,καὶ,8,11,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-008-012,λόγχη,8,12,strong:G3057,λόγχη,G3057,packard:N1-NSF,N1-NSF,Noun,,,,,Singular,Nominative,Feminine,betacode:LO/GXH,LO/GXH
LXX-Judg-005-008-013,ἐν,8,13,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-008-014,τεσσαράκοντα,8,14,strong:G5062,τεσσαράκοντα,G5062,packard:M,M,Numeral,,,,,,,,betacode:TESSARA/KONTA,TESSARA/KONTA
LXX-Judg-005-008-015,χιλιάσιν,8,15,strong:G5505,χιλιάς,G5505,packard:N3D-DPF,N3D-DPF,Noun,,,,,Plural,Dative,Feminine,betacode:XILIA/SIN,XILIA/SIN
LXX-Judg-005-008-016,ἐν,8,16,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-008-017,Ισραηλ,8,17,strong:G2474,Ἰσραήλ,G2474,packard:N-DSM,N-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:*ISRAHL,*ISRAHL
LXX-Judg-005-008-018,ᾑρέτισαν,8,18,strong:G140,,G140,packard:VAI-AAI3P,VAI-AAI3P,Verb,Aorist,Active,Indicative,3,Plural,,,betacode:H(|RE/TISAN,H(|RE/TISAN
LXX-Judg-005-008-019,θεοὺς,8,19,strong:G2316,θεός,G2316,packard:N2-APM,N2-APM,Noun,,,,,Plural,Accusative,Masculine,betacode:QEOU\S,QEOU\S
LXX-Judg-005-008-020,καινοὺς,8,20,strong:G2537,καινός,G2537,packard:A1-APM,A1-APM,Adjective,,,,,Plural,Accusative,Masculine,betacode:KAINOU\S,KAINOU\S
LXX-Judg-005-008-021,ὡς,8,21,strong:G5613,ὡς,G5613,packard:C,C,Conjunction,,,,,,,,betacode:W(S,W(S
LXX-Judg-005-008-022,ἄρτον,8,22,strong:G740,,G740,packard:N2-ASM,N2-ASM,Noun,,,,,Singular,Accusative,Masculine,betacode:A)/RTON,A)/RTON
LXX-Judg-005-008-023,κρίθινον,8,23,strong:G2916,κρίθινος,G2916,packard:A1-ASM,A1-ASM,Adjective,,,,,Singular,Accusative,Masculine,betacode:KRI/QINON,KRI/QINON
LXX-Judg-005-008-024,σκέπην,8,24,,,,packard:N1-ASF,N1-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:SKE/PHN,SKE/PHN
LXX-Judg-005-008-025,ἐὰν,8,25,strong:G1437,ἐάν,G1437,packard:C,C,Conjunction,,,,,,,,betacode:E)A\N,E)A\N
LXX-Judg-005-008-026,ἴδω,8,26,strong:G3708,ὁράω,G3708,packard:VB-AAS1S,VB-AAS1S,Verb,Aorist,Active,Subjunctive,1,Singular,,,betacode:I)/DW,I)/DW
LXX-Judg-005-008-027,σιρομαστῶν,8,27,,,,packard:N1M-GPM,N1M-GPM,Noun,,,,,Plural,Genitive,Masculine,betacode:SIROMASTW=N,SIROMASTW=N
LXX-Judg-005-008-028,ἐν,8,28,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-008-029,τεσσαράκοντα,8,29,strong:G5062,τεσσαράκοντα,G5062,packard:M,M,Numeral,,,,,,,,betacode:TESSARA/KONTA,TESSARA/KONTA
LXX-Judg-005-008-030,χιλιάσιν,8,30,strong:G5505,χιλιάς,G5505,packard:N3D-DPF,N3D-DPF,Noun,,,,,Plural,Dative,Feminine,betacode:XILIA/SIN,XILIA/SIN
9,9,9,,,,,,,,,,,,,,,,
LXX-Judg-005-009-001,ἡ,9,1,strong:G3588,ὁ,G3588,packard:RA-NSF,RA-NSF,Article,,,,,Singular,Nominative,Feminine,betacode:H(,H(
LXX-Judg-005-009-002,καρδία,9,2,strong:G2588,καρδία,G2588,packard:N1A-NSF,N1A-NSF,Noun,,,,,Singular,Nominative,Feminine,betacode:KARDI/A,KARDI/A
LXX-Judg-005-009-003,μου,9,3,strong:G3450,μοῦ,G3450,packard:RP-GS,RP-GS,Personal/Possessive Pronoun,,,,,Singular,Genitive,,betacode:MOU,MOU
LXX-Judg-005-009-004,εἰς,9,4,strong:G1519,εἰς,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Judg-005-009-005,τὰ,9,5,strong:G3588,ὁ,G3588,packard:RA-APN,RA-APN,Article,,,,,Plural,Accusative,Neuter,betacode:TA\,TA\
LXX-Judg-005-009-006,διατεταγμένα,9,6,strong:G1299,διατάσσω,G1299,packard:VK-XMPAPN,VK-XMPAPN,Verb,Perfect,Middle,Participle,,Plural,Accusative,Neuter,betacode:DIATETAGME/NA,DIATETAGME/NA
LXX-Judg-005-009-007,τῷ,9,7,strong:G3588,ὁ,G3588,packard:RA-DSM,RA-DSM,Article,,,,,Singular,Dative,Masculine,betacode:TW=|,TW=|
LXX-Judg-005-009-008,Ισραηλ,9,8,strong:G2474,Ἰσραήλ,G2474,packard:N-DSM,N-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:*ISRAHL,*ISRAHL
LXX-Judg-005-009-009,οἱ,9,9,strong:G3588,ὁ,G3588,packard:RA-NPM,RA-NPM,Article,,,,,Plural,Nominative,Masculine,betacode:OI(,OI(
LXX-Judg-005-009-010,ἑκουσιαζόμενοι,9,10,,,,packard:V1-PMPNPM,V1-PMPNPM,Verb,Present,Middle,Participle,,Plural,Nominative,Masculine,betacode:E(KOUSIAZO/MENOI,E(KOUSIAZO/MENOI
LXX-Judg-005-009-011,ἐν,9,11,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-009-012,λαῷ,9,12,strong:G2992,λαός,G2992,packard:N2-DSM,N2-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:LAW=|,LAW=|
LXX-Judg-005-009-013,εὐλογεῖτε,9,13,strong:G2127,εὐλογέω,G2127,packard:V2-PAI2P,V2-PAI2P,Verb,Present,Active,Indicative,2,Plural,,,betacode:EU)LOGEI=TE,EU)LOGEI=TE
LXX-Judg-005-009-014,κύριον,9,14,strong:G2962,κύριος,G2962,packard:N2-ASM,N2-ASM,Noun,,,,,Singular,Accusative,Masculine,betacode:KU/RION,KU/RION
LXX-Judg-005-009-015,ἡ,9,15,strong:G3588,ὁ,G3588,packard:RA-NSF,RA-NSF,Article,,,,,Singular,Nominative,Feminine,betacode:H(,H(
LXX-Judg-005-009-016,καρδία,9,16,strong:G2588,καρδία,G2588,packard:N1A-NSF,N1A-NSF,Noun,,,,,Singular,Nominative,Feminine,betacode:KARDI/A,KARDI/A
LXX-Judg-005-009-017,μου,9,17,strong:G3450,μοῦ,G3450,packard:RP-GS,RP-GS,Personal/Possessive Pronoun,,,,,Singular,Genitive,,betacode:MOU,MOU
LXX-Judg-005-009-018,ἐπὶ,9,18,strong:G1909,ἐπί,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)PI\,E)PI\
LXX-Judg-005-009-019,τὰ,9,19,strong:G3588,ὁ,G3588,packard:RA-APN,RA-APN,Article,,,,,Plural,Accusative,Neuter,betacode:TA\,TA\
LXX-Judg-005-009-020,διατεταγμένα,9,20,strong:G1299,διατάσσω,G1299,packard:VK-XMPAPN,VK-XMPAPN,Verb,Perfect,Middle,Participle,,Plural,Accusative,Neuter,betacode:DIATETAGME/NA,DIATETAGME/NA
LXX-Judg-005-009-021,τῷ,9,21,strong:G3588,ὁ,G3588,packard:RA-DSM,RA-DSM,Article,,,,,Singular,Dative,Masculine,betacode:TW=|,TW=|
LXX-Judg-005-009-022,Ισραηλ,9,22,strong:G2474,Ἰσραήλ,G2474,packard:N-DSM,N-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:*ISRAHL,*ISRAHL
LXX-Judg-005-009-023,οἱ,9,23,strong:G3588,ὁ,G3588,packard:RA-NPM,RA-NPM,Article,,,,,Plural,Nominative,Masculine,betacode:OI(,OI(
LXX-Judg-005-009-024,δυνάσται,9,24,strong:G1413,δυνάστης,G1413,packard:N1M-NPM,N1M-NPM,Noun,,,,,Plural,Nominative,Masculine,betacode:DUNA/STAI,DUNA/STAI
LXX-Judg-005-009-025,τοῦ,9,25,strong:G3588,ὁ,G3588,packard:RA-GSM,RA-GSM,Article,,,,,Singular,Genitive,Masculine,betacode:TOU=,TOU=
LXX-Judg-005-009-026,λαοῦ,9,26,strong:G2992,λαός,G2992,packard:N2-GSM,N2-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:LAOU=,LAOU=
LXX-Judg-005-009-027,εὐλογεῖτε,9,27,strong:G2127,εὐλογέω,G2127,packard:V2-PAI2P,V2-PAI2P,Verb,Present,Active,Indicative,2,Plural,,,betacode:EU)LOGEI=TE,EU)LOGEI=TE
LXX-Judg-005-009-028,τὸν,9,28,strong:G3588,ὁ,G3588,packard:RA-ASM,RA-ASM,Article,,,,,Singular,Accusative,Masculine,betacode:TO\N,TO\N
LXX-Judg-005-009-029,κύριον,9,29,strong:G2962,κύριος,G2962,packard:N2-ASM,N2-ASM,Noun,,,,,Singular,Accusative,Masculine,betacode:KU/RION,KU/RION
10,10,10,,,,,,,,,,,,,,,,
LXX-Judg-005-010-001,ἐπιβεβηκότες,10,1,strong:G1910,ἐπιβαίνω,G1910,packard:VX-XAPNPM,VX-XAPNPM,Verb,Perfect,Active,Participle,,Plural,Nominative,Masculine,betacode:E)PIBEBHKO/TES,E)PIBEBHKO/TES
LXX-Judg-005-010-002,ἐπὶ,10,2,strong:G1909,ἐπί,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)PI\,E)PI\
LXX-Judg-005-010-003,ὄνου,10,3,strong:G3688,ὄνος,G3688,packard:N2-GSM,N2-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:O)/NOU,O)/NOU
LXX-Judg-005-010-004,θηλείας,10,4,strong:G2338,θῆλυς,G2338,packard:A3U-GSF,A3U-GSF,Adjective,,,,,Singular,Genitive,Feminine,betacode:QHLEI/AS,QHLEI/AS
LXX-Judg-005-010-005,μεσημβρίας,10,5,strong:G3314,μεσημβρία,G3314,packard:N1A-GSF,N1A-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:MESHMBRI/AS,MESHMBRI/AS
LXX-Judg-005-010-006,καθήμενοι,10,6,strong:G2521,κάθημαι,G2521,packard:V5-PMPNPM,V5-PMPNPM,Verb,Present,Middle,Participle,,Plural,Nominative,Masculine,betacode:KAQH/MENOI,KAQH/MENOI
LXX-Judg-005-010-007,ἐπὶ,10,7,strong:G1909,ἐπί,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)PI\,E)PI\
LXX-Judg-005-010-008,κριτηρίου,10,8,strong:G2922,κριτήριον,G2922,packard:N2N-GSN,N2N-GSN,Noun,,,,,Singular,Genitive,Neuter,betacode:KRITHRI/OU,KRITHRI/OU
LXX-Judg-005-010-009,καὶ,10,9,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-010-010,πορευόμενοι,10,10,strong:G4198,πορεύομαι,G4198,packard:V1-PMPNPM,V1-PMPNPM,Verb,Present,Middle,Participle,,Plural,Nominative,Masculine,betacode:POREUO/MENOI,POREUO/MENOI
LXX-Judg-005-010-011,ἐπὶ,10,11,strong:G1909,ἐπί,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)PI\,E)PI\
LXX-Judg-005-010-012,ὁδοὺς,10,12,strong:G3598,ὁδός,G3598,packard:N2-APF,N2-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:O(DOU\S,O(DOU\S
LXX-Judg-005-010-013,συνέδρων,10,13,,,,packard:V3I-IAI3P,V3I-IAI3P,Verb,Imperfect,Active,Indicative,3,Plural,,,betacode:SUNE/DRWN,SUNE/DRWN
LXX-Judg-005-010-014,ἐφ’,10,14,strong:G1909,ἐπί,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)F',E)F'
LXX-Judg-005-010-015,ὁδῷ,10,15,strong:G3598,ὁδός,G3598,packard:N2-DSF,N2-DSF,Noun,,,,,Singular,Dative,Feminine,betacode:O(DW=|,O(DW=|
LXX-Judg-005-010-016,ἐπιβεβηκότες,10,16,strong:G1910,ἐπιβαίνω,G1910,packard:VX-XAPNPM,VX-XAPNPM,Verb,Perfect,Active,Participle,,Plural,Nominative,Masculine,betacode:E)PIBEBHKO/TES,E)PIBEBHKO/TES
LXX-Judg-005-010-017,ἐπὶ,10,17,strong:G1909,ἐπί,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)PI\,E)PI\
